,fe,description
862,https://w3id.org/framester/framenet/abox/gfe/Liquid,a substance that is liquid at room temperature and pressure
863,https://w3id.org/framester/framenet/abox/gfe/Garment,an article of clothing
864,https://w3id.org/framester/framenet/abox/gfe/Brand,a name given to a product or service
865,https://w3id.org/framester/framenet/abox/gfe/Collection,several things grouped together or considered as a whole
866,https://w3id.org/framester/framenet/abox/gfe/Piece,a separate part of a whole
867,https://w3id.org/framester/framenet/abox/gfe/Events,something that happens at a given place and time
868,https://w3id.org/framester/framenet/abox/gfe/Intervention,"the act of intervening (as to mediate a dispute, etc.)"
869,https://w3id.org/framester/framenet/abox/gfe/Scale,an ordered reference standard
870,https://w3id.org/framester/framenet/abox/gfe/Gatherer,a person who gathers
871,https://w3id.org/framester/framenet/abox/gfe/Label,a brief description given for purposes of identification
872,https://w3id.org/framester/framenet/abox/gfe/Lodger,a tenant in someone's house
873,https://w3id.org/framester/framenet/abox/gfe/Student,a learner who is enrolled in an educational institution
874,https://w3id.org/framester/framenet/abox/gfe/Visitor,someone who visits
875,https://w3id.org/framester/framenet/abox/gfe/Post,the position where someone (as a guard or sentry) stands or is assigned to stand
876,https://w3id.org/framester/framenet/abox/gfe/Judges,a book of the Old Testament that tells the history of Israel under the leaders known as judges
877,https://w3id.org/framester/framenet/abox/gfe/Cook,someone who cooks food
878,https://w3id.org/framester/framenet/abox/gfe/Station,a facility equipped with special equipment and personnel for a particular purpose
879,https://w3id.org/framester/framenet/abox/gfe/Investigator,a scientist who devotes himself to doing research
880,https://w3id.org/framester/framenet/abox/gfe/Ratifier,someone who expresses strong approval
881,https://w3id.org/framester/framenet/abox/gfe/Firefighter,a member of a fire department who tries to extinguish fires
882,https://w3id.org/framester/framenet/abox/gfe/Signs,a perceptible indication of something not immediately apparent (as a visible clue that something has happened)
883,https://w3id.org/framester/framenet/abox/gfe/Fluid,a substance that is fluid at room temperature and pressure
884,https://w3id.org/framester/framenet/abox/gfe/Partners,a person's partner in marriage
885,https://w3id.org/framester/framenet/abox/gfe/Hypothesis,a proposal intended to explain certain facts or observations
886,https://w3id.org/framester/framenet/abox/gfe/Expectation,belief about (or mental picture of) the future
887,https://w3id.org/framester/framenet/abox/gfe/Attraction,the force by which one object attracts another
888,https://w3id.org/framester/framenet/abox/gfe/Animal,a living organism characterized by voluntary movement
889,https://w3id.org/framester/framenet/abox/gfe/Supported,"give moral or psychological support, aid, or courage to"
890,https://w3id.org/framester/framenet/abox/gfe/Limits,the greatest possible degree of something
891,https://w3id.org/framester/framenet/abox/gfe/Data,a collection of facts from which conclusions may be drawn
892,https://w3id.org/framester/framenet/abox/gfe/Variable,something that is likely to vary; something that is subject to variation
893,https://w3id.org/framester/framenet/abox/gfe/Indicator,a number or ratio (a value on a scale of measurement) derived from a series of observed facts; can reveal relative changes as a function of time
894,https://w3id.org/framester/framenet/abox/gfe/Requirements,required activity
895,https://w3id.org/framester/framenet/abox/gfe/Culture,a particular society at a particular time and place
896,https://w3id.org/framester/framenet/abox/gfe/Importer,someone whose business involves importing goods from outside (especially from a foreign country)
897,https://w3id.org/framester/framenet/abox/gfe/Desirable,worth having or seeking or achieving
898,https://w3id.org/framester/framenet/abox/gfe/Surrenderer,a person who yields or surrenders
899,https://w3id.org/framester/framenet/abox/gfe/Opinion,a personal belief or judgment that is not founded on proof or certainty
900,https://w3id.org/framester/framenet/abox/gfe/Eventuality,a possible event or occurrence or result
901,https://w3id.org/framester/framenet/abox/gfe/Difference,the quality of being unlike or dissimilar
902,https://w3id.org/framester/framenet/abox/gfe/Clothing,a covering designed to be worn on a person's body
903,https://w3id.org/framester/framenet/abox/gfe/Penal_institution,an institution where persons are confined for punishment and to protect the public
904,https://w3id.org/framester/framenet/abox/gfe/Subjects,the subject matter of a conversation or discussion
905,https://w3id.org/framester/framenet/abox/gfe/Network,an interconnected system of things or people
906,https://w3id.org/framester/framenet/abox/gfe/Avenger,someone who takes vengeance
907,https://w3id.org/framester/framenet/abox/gfe/Religion,a strong belief in a supernatural power or powers that control human destiny
908,https://w3id.org/framester/framenet/abox/gfe/Activists,a militant reformer
909,https://w3id.org/framester/framenet/abox/gfe/Demands,an urgent or peremptory request
910,https://w3id.org/framester/framenet/abox/gfe/Apparatus,equipment designed to serve a specific function
911,https://w3id.org/framester/framenet/abox/gfe/Addict,someone who is so ardently devoted to something that it resembles an addiction
912,https://w3id.org/framester/framenet/abox/gfe/Targeted,intend (something) to move towards a certain goal
913,https://w3id.org/framester/framenet/abox/gfe/Record,anything (such as a document or a phonograph record or a photograph) providing permanent evidence of or information about past events
914,https://w3id.org/framester/framenet/abox/gfe/Summary,a brief statement that presents the main points in a concise form
915,https://w3id.org/framester/framenet/abox/gfe/Idiosyncrasy,a behavioral attribute that is distinctive and peculiar to an individual
916,https://w3id.org/framester/framenet/abox/gfe/Length,the linear extent in space from one end to the other; the longest dimension of something that is fixed in place
917,https://w3id.org/framester/framenet/abox/gfe/Figures,a diagram or picture illustrating textual material
918,https://w3id.org/framester/framenet/abox/gfe/Faculty,one of the inherent cognitive or perceptual powers of the mind
919,https://w3id.org/framester/framenet/abox/gfe/Contents,a list of divisions (chapters or articles) and the pages on which they start
920,https://w3id.org/framester/framenet/abox/gfe/Forbidden,command against
921,https://w3id.org/framester/framenet/abox/gfe/Measure,any maneuver made as part of progress toward a goal
922,https://w3id.org/framester/framenet/abox/gfe/Fine,money extracted as a penalty
923,https://w3id.org/framester/framenet/abox/gfe/Enemy,an opposing military force
924,https://w3id.org/framester/framenet/abox/gfe/Deliverer,a teacher and prophet born in Bethlehem and active in Nazareth; his life and sermons form the basis for Christianity (circa 4 BC - AD 29)
925,https://w3id.org/framester/framenet/abox/gfe/Defender,a person who cares for persons or property
926,https://w3id.org/framester/framenet/abox/gfe/Communication,the activity of communicating; the activity of conveying information
927,https://w3id.org/framester/framenet/abox/gfe/Disease,an impairment of health or a condition of abnormal functioning
928,https://w3id.org/framester/framenet/abox/gfe/Plea,a humble request for help from someone in authority
929,https://w3id.org/framester/framenet/abox/gfe/Publisher,a firm in the publishing business
930,https://w3id.org/framester/framenet/abox/gfe/Pursuer,a person who is pursuing and trying to overtake or capture
931,https://w3id.org/framester/framenet/abox/gfe/Estimation,a document appraising the value of something (as for insurance or taxation)
932,https://w3id.org/framester/framenet/abox/gfe/Relationship,"a relation between people; (`relationship' is often used where `relation' would serve, as in `the relationship between inflation and unemployment', but the preferred usage of `relationship' is for human relations or states of relatedness)"
933,https://w3id.org/framester/framenet/abox/gfe/Cache,a hidden storage space (for money or provisions or weapons)
934,https://w3id.org/framester/framenet/abox/gfe/Subset,a set whose members are members of another set; a set contained within another set
935,https://w3id.org/framester/framenet/abox/gfe/Documents,writing that provides information (especially information of an official nature)
936,https://w3id.org/framester/framenet/abox/gfe/Finding,"the act of determining the properties of something, usually by research or calculation"
937,https://w3id.org/framester/framenet/abox/gfe/Proposal,something proposed (such as a plan or assumption)
938,https://w3id.org/framester/framenet/abox/gfe/Component,an abstract part of something
939,https://w3id.org/framester/framenet/abox/gfe/Grower,someone concerned with the science or art or business of cultivating the soil
940,https://w3id.org/framester/framenet/abox/gfe/Experimenter,a research worker who conducts experiments
941,https://w3id.org/framester/framenet/abox/gfe/Timetable,a schedule listing events and the times at which they will take place
942,https://w3id.org/framester/framenet/abox/gfe/Gambler,a person who wagers money on the outcome of games or sporting events
943,https://w3id.org/framester/framenet/abox/gfe/Fugitive,someone who flees from an uncongenial situation
944,https://w3id.org/framester/framenet/abox/gfe/Constituents,an artifact that is one of the individual parts of which a composite entity is made up; especially a part that can be separated from or attached to a system
945,https://w3id.org/framester/framenet/abox/gfe/Products,commodities offered for sale
946,https://w3id.org/framester/framenet/abox/gfe/Captor,a person who captures and holds people or animals
947,https://w3id.org/framester/framenet/abox/gfe/Convoy,a procession of land vehicles traveling together
948,https://w3id.org/framester/framenet/abox/gfe/Complaint,an often persistent bodily disorder or disease; a cause for complaining
949,https://w3id.org/framester/framenet/abox/gfe/Tester,someone who administers a test to determine your qualifications
950,https://w3id.org/framester/framenet/abox/gfe/Escapee,someone who escapes
951,https://w3id.org/framester/framenet/abox/gfe/Misdeed,improper or wicked or immoral behavior
952,https://w3id.org/framester/framenet/abox/gfe/Organism,a living thing that has (or can develop) the ability to act or function independently
953,https://w3id.org/framester/framenet/abox/gfe/Combatant,someone who fights (or is fighting)
954,https://w3id.org/framester/framenet/abox/gfe/Phase,any distinct time period in a sequence of events
955,https://w3id.org/framester/framenet/abox/gfe/Fire,the event of something burning (often destructive)
956,https://w3id.org/framester/framenet/abox/gfe/Exporter,a businessperson who transports goods abroad (for sale)
957,https://w3id.org/framester/framenet/abox/gfe/Arguer,someone who engages in debate
958,https://w3id.org/framester/framenet/abox/gfe/Total,the whole amount
959,https://w3id.org/framester/framenet/abox/gfe/Reliability,the quality of being dependable or reliable
960,https://w3id.org/framester/framenet/abox/gfe/Connector,an instrumentality that connects
961,https://w3id.org/framester/framenet/abox/gfe/Wrongdoer,a person who transgresses moral or civil law
962,https://w3id.org/framester/framenet/abox/gfe/Social_event,an event characteristic of persons forming groups
963,https://w3id.org/framester/framenet/abox/gfe/Fighter,someone who fights (or is fighting)
964,https://w3id.org/framester/framenet/abox/gfe/Consideration,the process of giving careful thought to something
965,https://w3id.org/framester/framenet/abox/gfe/Hunter,someone who hunts game
966,https://w3id.org/framester/framenet/abox/gfe/Aggressors,someone who attacks
967,https://w3id.org/framester/framenet/abox/gfe/Lifestyle,a manner of living that reflects the person's values and attitudes
968,https://w3id.org/framester/framenet/abox/gfe/Claimant,someone who claims a benefit or right or title
969,https://w3id.org/framester/framenet/abox/gfe/Constancy,the quality of being enduring and free from change or variation
970,https://w3id.org/framester/framenet/abox/gfe/Roadway,a road (especially that part of a road) over which vehicles travel
971,https://w3id.org/framester/framenet/abox/gfe/Examinee,someone who is tested (as by an intelligence test or an academic examination)
972,https://w3id.org/framester/framenet/abox/gfe/Competitors,the contestant you hope to defeat
973,https://w3id.org/framester/framenet/abox/gfe/Experiment,the act of conducting a controlled test or investigation
974,https://w3id.org/framester/framenet/abox/gfe/Building,a structure that has a roof and walls and stands more or less permanently in one place
975,https://w3id.org/framester/framenet/abox/gfe/Benefit,financial assistance in time of need
976,https://w3id.org/framester/framenet/abox/gfe/Teacher,a person whose occupation is teaching
977,https://w3id.org/framester/framenet/abox/gfe/Believer,a supporter who accepts something as true
978,https://w3id.org/framester/framenet/abox/gfe/Commitment,the trait of sincere and steadfast fixity of purpose
979,https://w3id.org/framester/framenet/abox/gfe/Gizmo,something unspecified whose name is either forgotten or not known
980,https://w3id.org/framester/framenet/abox/gfe/Matter,a vaguely specified concern
981,https://w3id.org/framester/framenet/abox/gfe/Trap,a device in which something (usually an animal) can be caught and penned
982,https://w3id.org/framester/framenet/abox/gfe/Hearer,someone who listens attentively
983,https://w3id.org/framester/framenet/abox/gfe/Forgery,a copy that is represented as the original
984,https://w3id.org/framester/framenet/abox/gfe/Directness,trueness of course toward a goal
985,https://w3id.org/framester/framenet/abox/gfe/Examiner,someone who administers a test to determine your qualifications
986,https://w3id.org/framester/framenet/abox/gfe/Vehicles,a conveyance that transports people or objects
987,https://w3id.org/framester/framenet/abox/gfe/Treatment,care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury)
988,https://w3id.org/framester/framenet/abox/gfe/Subordinate,an assistant subject to the authority or control of another
989,https://w3id.org/framester/framenet/abox/gfe/Opportunity,a possibility due to a favorable combination of circumstances
990,https://w3id.org/framester/framenet/abox/gfe/Healer,a person skilled in a particular type of therapy
991,https://w3id.org/framester/framenet/abox/gfe/Producer,someone who manufactures something
992,https://w3id.org/framester/framenet/abox/gfe/Effort,earnest and conscientious activity intended to do or accomplish something
993,https://w3id.org/framester/framenet/abox/gfe/Interlocutors,the performer in the middle of a minstrel line who engages the others in talk
994,https://w3id.org/framester/framenet/abox/gfe/Dispute,a disagreement or argument about something important
995,https://w3id.org/framester/framenet/abox/gfe/Norm,a standard or model or pattern regarded as typical
996,https://w3id.org/framester/framenet/abox/gfe/Etymological_root,The original form or source from which a word is derived.
997,https://w3id.org/framester/framenet/abox/gfe/Q_prop,A property or attribute related to a specific quantity.
998,https://w3id.org/framester/framenet/abox/gfe/Response_action,An action taken in reply to a stimulus or situation.
999,https://w3id.org/framester/framenet/abox/gfe/Unresolved_referent,An entity or concept that has not been clearly identified or specified.
1000,https://w3id.org/framester/framenet/abox/gfe/Entity_1,The first participant or element in a scenario.
1001,https://w3id.org/framester/framenet/abox/gfe/Initial_situation,The starting conditions or context of an event or scenario.
1002,https://w3id.org/framester/framenet/abox/gfe/Factual_situation,A scenario or context based on objective facts.
1003,https://w3id.org/framester/framenet/abox/gfe/Exchanger_1,The first participant involved in a mutual giving or receiving.
1004,https://w3id.org/framester/framenet/abox/gfe/Trajector_period,The time span during which an entity moves along a path.
1005,https://w3id.org/framester/framenet/abox/gfe/Control_group,"A group in an experiment that does not receive the treatment, used for comparison."
1006,https://w3id.org/framester/framenet/abox/gfe/Impactee,The entity that is affected by an action or event.
1007,https://w3id.org/framester/framenet/abox/gfe/Information_source,The origin from which information is obtained.
1008,https://w3id.org/framester/framenet/abox/gfe/Time_of_phenomenon,The specific time at which an event or occurrence takes place.
1009,https://w3id.org/framester/framenet/abox/gfe/Main_assertion,The primary statement or claim made in a discourse.
1010,https://w3id.org/framester/framenet/abox/gfe/Transport_means,The method or vehicle used to move entities from one place to another.
1011,https://w3id.org/framester/framenet/abox/gfe/Potential_recipient,An entity that could possibly receive something.
1012,https://w3id.org/framester/framenet/abox/gfe/Target_symbol,A symbol that represents the intended focus or goal.
1013,https://w3id.org/framester/framenet/abox/gfe/Medical_condition,"A disease, disorder, or health issue affecting an individual."
1014,https://w3id.org/framester/framenet/abox/gfe/Cognizer_agent,An entity that perceives or understands information actively.
1015,https://w3id.org/framester/framenet/abox/gfe/Pragmatic_marker,A word or phrase used to indicate the speaker's attitude or the function of a statement.
1016,https://w3id.org/framester/framenet/abox/gfe/Sent_item,An object or message that has been transmitted to a recipient.
1017,https://w3id.org/framester/framenet/abox/gfe/Partner_2,The second participant in a partnership or collaboration.
1018,https://w3id.org/framester/framenet/abox/gfe/Enabled_situation,A scenario that is made possible due to certain conditions or actions.
1019,https://w3id.org/framester/framenet/abox/gfe/Co-participant,An entity that participates jointly with others in an activity.
1020,https://w3id.org/framester/framenet/abox/gfe/Target_currency,The currency into which another currency is converted.
1021,https://w3id.org/framester/framenet/abox/gfe/Resisting_entity,An entity that opposes or withstands an action or force.
1022,https://w3id.org/framester/framenet/abox/gfe/Chemical_entity,A substance with a distinct molecular composition.
1023,https://w3id.org/framester/framenet/abox/gfe/Part_prop,A property or characteristic of a component of a whole.
1024,https://w3id.org/framester/framenet/abox/gfe/Destination_time,The specific time at which an entity is expected to arrive at a location.
1025,https://w3id.org/framester/framenet/abox/gfe/Owed_party,An entity to whom a debt or obligation is due.
1026,https://w3id.org/framester/framenet/abox/gfe/Known_resident,An individual recognized as living in a particular place.
1027,https://w3id.org/framester/framenet/abox/gfe/Cotheme,An entity that moves concurrently with another along a path.
1028,https://w3id.org/framester/framenet/abox/gfe/Arguer1,The first participant presenting arguments in a debate or discussion.
1029,https://w3id.org/framester/framenet/abox/gfe/New_idea,A recently conceived thought or concept.
1030,https://w3id.org/framester/framenet/abox/gfe/Exerter,An entity that applies effort or influence.
1031,https://w3id.org/framester/framenet/abox/gfe/Evader,An entity that avoids or escapes from something.
1032,https://w3id.org/framester/framenet/abox/gfe/Imposed_purpose,An objective or goal that is enforced upon an entity.
1033,https://w3id.org/framester/framenet/abox/gfe/Judicial_body,An organization or group with authority to interpret and apply the law.
1034,https://w3id.org/framester/framenet/abox/gfe/Interlocutor_1,The first participant in a conversation or dialogue.
1035,https://w3id.org/framester/framenet/abox/gfe/Mass_theme,A subject or topic involving a large quantity or collective.
1036,https://w3id.org/framester/framenet/abox/gfe/Hedged_content,Information presented with caution or uncertainty.
1037,https://w3id.org/framester/framenet/abox/gfe/Cognizer_1,The first entity that perceives or understands information.
1038,https://w3id.org/framester/framenet/abox/gfe/Kindler,An entity that initiates or sparks an action or process.
1039,https://w3id.org/framester/framenet/abox/gfe/New_order,A recently placed request for goods or services.
1040,https://w3id.org/framester/framenet/abox/gfe/Undesirable_location,A place considered unfavorable or unwanted.
1041,https://w3id.org/framester/framenet/abox/gfe/Foreground_event,An occurrence that is the main focus in a scenario.
1042,https://w3id.org/framester/framenet/abox/gfe/Purpose_of_event,The intended reason or objective behind an occurrence.
1043,https://w3id.org/framester/framenet/abox/gfe/Instance_prop,A characteristic or attribute of a specific occurrence.
1044,https://w3id.org/framester/framenet/abox/gfe/Indicated_resident,An individual identified as living in a particular place.
1045,https://w3id.org/framester/framenet/abox/gfe/Perceiver_agentive,An active entity that observes or notices stimuli.
1046,https://w3id.org/framester/framenet/abox/gfe/Valued_entity,An entity regarded with importance or worth.
1047,https://w3id.org/framester/framenet/abox/gfe/Interlocutor_2,The second participant in a conversation or dialogue.
1048,https://w3id.org/framester/framenet/abox/gfe/Restrictor,An entity that limits or constrains another.
1049,https://w3id.org/framester/framenet/abox/gfe/Submittor,An entity that presents or proposes something for consideration.
1050,https://w3id.org/framester/framenet/abox/gfe/Timespan,The duration over which an event or process occurs.
1051,https://w3id.org/framester/framenet/abox/gfe/Final_subevent,The last component event in a series of events.
1052,https://w3id.org/framester/framenet/abox/gfe/Value_1,The first numerical quantity or worth in a context.
1053,https://w3id.org/framester/framenet/abox/gfe/Produced_food,Edible items that have been created or prepared.
1054,https://w3id.org/framester/framenet/abox/gfe/Behavior_product,An outcome or result generated by specific actions.
1055,https://w3id.org/framester/framenet/abox/gfe/Expression_1,The first instance of conveying thoughts or feelings.
1056,https://w3id.org/framester/framenet/abox/gfe/Controlling_act,An action that exercises authority or regulation over something.
1057,https://w3id.org/framester/framenet/abox/gfe/Noise_maker,"An entity that produces sound, often unwanted."
1058,https://w3id.org/framester/framenet/abox/gfe/Ingestibles,Substances suitable for consumption.
1059,https://w3id.org/framester/framenet/abox/gfe/Reference_category,A class or group used as a standard for comparison.
1060,https://w3id.org/framester/framenet/abox/gfe/Profiled_possibility,A highlighted potential outcome or scenario.
1061,https://w3id.org/framester/framenet/abox/gfe/Infection_cause,The source or agent responsible for causing an infection.
1062,https://w3id.org/framester/framenet/abox/gfe/Controlled_entity,An entity under the regulation or authority of another.
1063,https://w3id.org/framester/framenet/abox/gfe/Loyal_side,A party that remains faithful or supportive in a conflict or competition.
1064,https://w3id.org/framester/framenet/abox/gfe/Excreter,An entity that expels waste or unwanted substances.
1065,https://w3id.org/framester/framenet/abox/gfe/Iteration_count,The number of times a process or action is repeated.
1066,https://w3id.org/framester/framenet/abox/gfe/Concept_2,The second idea or notion in a discussion or context.
1067,https://w3id.org/framester/framenet/abox/gfe/Original_context,The initial setting or circumstances in which something occurs.
1068,https://w3id.org/framester/framenet/abox/gfe/Current_country,The nation in which an entity presently resides or operates.
1069,https://w3id.org/framester/framenet/abox/gfe/Hair_property,A characteristic or feature of hair.
1070,https://w3id.org/framester/framenet/abox/gfe/Individual_2,The second person or entity in a scenario.
1071,https://w3id.org/framester/framenet/abox/gfe/Range_of_options,The set of possible choices or alternatives available.
1072,https://w3id.org/framester/framenet/abox/gfe/Harmful_situation,A scenario that poses danger or causes damage.
1073,https://w3id.org/framester/framenet/abox/gfe/Required_situation,A scenario that is necessary or obligatory.
1074,https://w3id.org/framester/framenet/abox/gfe/Resource_controller,An entity that manages or oversees resources.
1075,https://w3id.org/framester/framenet/abox/gfe/Denoted_quantity,A specified amount or number indicated in a context.
1076,https://w3id.org/framester/framenet/abox/gfe/Focal_time,The specific moment that is the center of attention.
1077,https://w3id.org/framester/framenet/abox/gfe/Proposed_action,A suggested course of conduct or deed.
1078,https://w3id.org/framester/framenet/abox/gfe/Desired_state_of_affairs,A situation or condition that one aims to achieve.
1079,https://w3id.org/framester/framenet/abox/gfe/Landmark_event,A significant occurrence marking an important stage or turning point.
1080,https://w3id.org/framester/framenet/abox/gfe/Deformer,An entity that causes a change in shape or structure.
1081,https://w3id.org/framester/framenet/abox/gfe/Trajector_entity,An entity that moves along a path or trajectory.
1082,https://w3id.org/framester/framenet/abox/gfe/Formal_realization,The official or structured manifestation of something.
1083,https://w3id.org/framester/framenet/abox/gfe/Potential_hindrance,A possible obstacle or impediment.
1084,https://w3id.org/framester/framenet/abox/gfe/Service_action,An action performed as part of a service.
1085,https://w3id.org/framester/framenet/abox/gfe/Location_of_assailant,The place where the assailant is located during an event.
1086,https://w3id.org/framester/framenet/abox/gfe/Resultant_situation,The situation that results from a particular event or action.
1087,https://w3id.org/framester/framenet/abox/gfe/Military_organization,An entity structured for military operations.
1088,https://w3id.org/framester/framenet/abox/gfe/Component_sound,An individual sound that is part of a larger auditory event.
1089,https://w3id.org/framester/framenet/abox/gfe/Bad_outcome,An unfavorable or undesirable result of an action or event.
1090,https://w3id.org/framester/framenet/abox/gfe/Sound_source,The origin or cause of a sound.
1091,https://w3id.org/framester/framenet/abox/gfe/Time_length,The duration or span of time over which an event occurs.
1092,https://w3id.org/framester/framenet/abox/gfe/Current_order,The present arrangement or sequence of elements.
1093,https://w3id.org/framester/framenet/abox/gfe/Benefiting_action,An action that provides advantage or benefit to someone.
1094,https://w3id.org/framester/framenet/abox/gfe/Current_instance,The specific occurrence or example at the present time.
1095,https://w3id.org/framester/framenet/abox/gfe/Intended_academic_credit,The academic recognition aimed to be achieved through an action.
1096,https://w3id.org/framester/framenet/abox/gfe/Source_currency,The original form of money before conversion.
1097,https://w3id.org/framester/framenet/abox/gfe/Dryee,The entity that undergoes a drying process.
1098,https://w3id.org/framester/framenet/abox/gfe/New_situation,A recently arisen set of circumstances or conditions.
1099,https://w3id.org/framester/framenet/abox/gfe/Predictive_phenomenon,An event or sign that forecasts a future occurrence.
1100,https://w3id.org/framester/framenet/abox/gfe/Final_quality,The ultimate standard or attribute achieved after a process.
1101,https://w3id.org/framester/framenet/abox/gfe/Negated_proposition,A statement or assertion that has been denied or refuted.
1102,https://w3id.org/framester/framenet/abox/gfe/Means_of_transfer,The method or medium through which something is moved or conveyed.
1103,https://w3id.org/framester/framenet/abox/gfe/Containing_object,An item that holds or encloses another item.
1104,https://w3id.org/framester/framenet/abox/gfe/Textual_location,The specific place within a text where information is found.
1105,https://w3id.org/framester/framenet/abox/gfe/Landmark_period,A significant span of time marked by notable events.
1106,https://w3id.org/framester/framenet/abox/gfe/Business_name,The official name under which a company operates.
1107,https://w3id.org/framester/framenet/abox/gfe/Preparatory_act,An action undertaken to prepare for a subsequent event.
1108,https://w3id.org/framester/framenet/abox/gfe/Defining_event,An occurrence that establishes the nature or identity of something.
1109,https://w3id.org/framester/framenet/abox/gfe/Flammables,Substances that are easily ignited and capable of burning rapidly.
1110,https://w3id.org/framester/framenet/abox/gfe/Billing_authority,The entity responsible for issuing bills or invoices.
1111,https://w3id.org/framester/framenet/abox/gfe/Service_provider,An organization or individual that offers services to others.
1112,https://w3id.org/framester/framenet/abox/gfe/Profiled_event,A highlighted or emphasized occurrence within a context.
1113,https://w3id.org/framester/framenet/abox/gfe/Systemic_effect,An impact that affects an entire system.
1114,https://w3id.org/framester/framenet/abox/gfe/Mental_content,"The thoughts, ideas, or information present in one's mind."
1115,https://w3id.org/framester/framenet/abox/gfe/Entity_2,The second participant or element in a relation or scenario.
1116,https://w3id.org/framester/framenet/abox/gfe/Manner_descriptor,A term that describes the way in which an action is performed.
1117,https://w3id.org/framester/framenet/abox/gfe/Alterant,An agent or factor that causes change or alteration.
1118,https://w3id.org/framester/framenet/abox/gfe/Arraign_authority,The legal body with the power to formally accuse someone of a crime.
1119,https://w3id.org/framester/framenet/abox/gfe/Subregion,A division or smaller part of a larger geographical area.
1120,https://w3id.org/framester/framenet/abox/gfe/Expression_2,The second expression or phrase in a comparative context.
1121,https://w3id.org/framester/framenet/abox/gfe/Profiled_item,An object or element that is the focus of attention.
1122,https://w3id.org/framester/framenet/abox/gfe/Focal_feature,The primary characteristic or aspect of interest.
1123,https://w3id.org/framester/framenet/abox/gfe/Destination_event,The event towards which actions or processes are directed.
1124,https://w3id.org/framester/framenet/abox/gfe/Landmark_feature,A prominent or distinguishing characteristic of a landscape or context.
1125,https://w3id.org/framester/framenet/abox/gfe/Infected_entity,An organism or object that has been contaminated with pathogens.
1126,https://w3id.org/framester/framenet/abox/gfe/Landmark_time,A specific point in time marked by a significant event.
1127,https://w3id.org/framester/framenet/abox/gfe/Term_1,The first term in a sequence or relation.
1128,https://w3id.org/framester/framenet/abox/gfe/Partner_1,The first participant in a partnership or collaboration.
1129,https://w3id.org/framester/framenet/abox/gfe/Bad_action,"An act that is considered unethical, harmful, or undesirable."
1130,https://w3id.org/framester/framenet/abox/gfe/Astronomical_entity,A celestial body or object in space.
1131,https://w3id.org/framester/framenet/abox/gfe/Impactor,"An object that collides with another, causing an impact."
1132,https://w3id.org/framester/framenet/abox/gfe/Sound_maker,An entity that produces or emits sound.
1133,https://w3id.org/framester/framenet/abox/gfe/Arguer2,The second individual engaged in a debate or argument.
1134,https://w3id.org/framester/framenet/abox/gfe/Goal_area,The target region or endpoint in a spatial context.
1135,https://w3id.org/framester/framenet/abox/gfe/Exchanger_2,The second party involved in a reciprocal transfer.
1136,https://w3id.org/framester/framenet/abox/gfe/Constant_location,A place that remains fixed or unchanged over time.
1137,https://w3id.org/framester/framenet/abox/gfe/New_status,A recently acquired state or condition.
1138,https://w3id.org/framester/framenet/abox/gfe/Original_body,The initial physical form or structure before any changes.
1139,https://w3id.org/framester/framenet/abox/gfe/New_duration,A recently established length of time for an event or process.
1140,https://w3id.org/framester/framenet/abox/gfe/Perceptual_source,The origin from which sensory information is obtained.
1141,https://w3id.org/framester/framenet/abox/gfe/Perceiver_passive,An individual who receives sensory input without active engagement.
1142,https://w3id.org/framester/framenet/abox/gfe/Limits_of_consideration,The boundaries within which something is evaluated or contemplated.
1143,https://w3id.org/framester/framenet/abox/gfe/Co-timed_event,An occurrence that happens simultaneously with another event.
1144,https://w3id.org/framester/framenet/abox/gfe/Orientational_location,A position defined relative to a reference point or direction.
1145,https://w3id.org/framester/framenet/abox/gfe/Type_property,A characteristic or attribute that defines a category or class.
1146,https://w3id.org/framester/framenet/abox/gfe/Hidden_object,An item that is concealed or not immediately visible.
1147,https://w3id.org/framester/framenet/abox/gfe/Noisy_event,An occurrence characterized by loud or disruptive sounds.
1148,https://w3id.org/framester/framenet/abox/gfe/Reported_fact,Information that has been communicated or stated by others.
1149,https://w3id.org/framester/framenet/abox/gfe/Concept_1,The first idea or notion in a comparative or relational context.
1150,https://w3id.org/framester/framenet/abox/gfe/Treatment_group,A set of subjects receiving a specific intervention in a study.
1151,https://w3id.org/framester/framenet/abox/gfe/Forgoer,An individual who voluntarily abstains from something.
1152,https://w3id.org/framester/framenet/abox/gfe/Grinding_cause,The factor responsible for a grinding action or process.
1153,https://w3id.org/framester/framenet/abox/gfe/Obligator,An entity that imposes an obligation or duty on another.
1154,https://w3id.org/framester/framenet/abox/gfe/Capitulator,A person or group that surrenders or yields in a conflict.
1155,https://w3id.org/framester/framenet/abox/gfe/Correlated_variable,A variable that has a statistical relationship with another variable.
1156,https://w3id.org/framester/framenet/abox/gfe/Illicit_activity,Actions that are illegal or prohibited by law.
1157,https://w3id.org/framester/framenet/abox/gfe/Means_of_motion,The method or vehicle used to move from one place to another.
1158,https://w3id.org/framester/framenet/abox/gfe/Source_symbol,A sign or representation originating from a particular system.
1159,https://w3id.org/framester/framenet/abox/gfe/Future_phenomenon,An event or occurrence anticipated to happen later.
1160,https://w3id.org/framester/framenet/abox/gfe/Benefited_party,The individual or group that gains advantage from an action.
